665,560,490,phc,phh,ec,caco3,p,n,k,elevation,lc1,lu1,stones,clay,sand,silt,oc
0.518117,0.653387,0.858382,7.6,7.81,27.5,110,15.9,1.1,333.9,998,B13,U111,1,33.0,39.0,28.0,7.3
0.562217,0.686248,0.798753,7.5,7.95,18.4,620,42.9,1.6,447.7,1039,B81,U111,3,21.0,45.0,34.0,21.0
0.558675,0.686085,0.79419,7.5,7.85,19.91,407,25.7,1.8,397.4,1029,B31,U111,2,38.0,19.0,43.0,21.4
0.512084,0.672633,0.816685,7.1,7.38,22.4,341,11.6,2.3,463.6,1010,E10,U420,2,19.0,43.0,37.0,25.5
0.598016,0.733235,0.856417,7.1,7.39,19.57,255,6.5,2.5,358.7,1164,C32,U120,3,20.0,39.0,41.0,37.1
0.509409,0.632685,0.764996,7.2,7.51,12.89,485,0.0,1.8,467.5,1094,C22,U120,3,37.0,18.0,45.0,15.6
0.493909,0.665212,0.840597,7.4,7.88,12.73,341,30.8,0.8,279.0,1007,B13,U111,1,28.0,33.0,39.0,11.3
0.582534,0.687842,0.781626,7.2,7.4,12.8,133,5.7,2.5,296.5,1023,E20,U420,2,25.0,19.0,56.0,62.2
0.625859,0.848474,1.008162,7.4,7.82,11.47,62,42.1,1.9,726.0,1167,F40,U112,3,48.0,13.0,39.0,24.4
0.699838,0.864206,0.984608,6.6,7.11,21.4,40,17.3,5.8,681.3,1091,C10,U120,3,18.0,42.0,40.0,102.9
0.741233,0.865066,0.958254,7.3,7.51,10.24,143,3.4,2.5,98.2,1099,C22,U120,2,10.0,56.0,34.0,113.3
0.613509,0.853807,1.004926,7.6,7.92,15.19,306,18.5,1.5,402.3,1076,B31,U111,2,41.0,24.0,35.0,16.1
0.464411,0.612183,0.7721,7.0,7.64,11.33,4,2.3,0.5,179.3,1009,C22,U120,4,14.0,70.0,16.0,10.7
0.643171,0.770134,0.881907,7.4,7.8,16.68,476,3.7,2.5,329.5,1098,C32,U120,3,23.0,24.0,53.0,50.7
0.69939,0.877613,0.965903,6.4,6.52,8.45,1,5.7,1.8,151.1,1149,C32,U120,3,11.0,55.0,34.0,26.5
0.767374,0.873203,0.937851,7.0,7.26,24.1,422,15.6,6.9,286.9,1197,C32,U120,3,12.0,37.0,51.0,118.8
0.707998,0.837831,0.943942,7.2,7.52,20.5,62,3.5,4.3,572.3,1290,C22,U120,3,27.0,21.0,52.0,73.1
0.862346,0.98996,1.075468,7.3,7.57,13.09,138,7.4,5.3,229.2,1111,C23,U120,4,14.0,38.0,48.0,99.5
0.611906,0.777672,0.914057,7.3,7.66,8.61,180,18.5,1.2,110.7,1144,B13,U111,3,15.0,44.0,41.0,93.1
0.539326,0.680634,0.816204,7.3,7.7,19.48,216,5.7,1.7,542.9,999,C22,U120,3,27.0,20.0,53.0,34.6
0.540975,0.656503,0.763398,7.4,7.57,39.2,545,4.1,2.2,382.5,1057,C23,U120,3,32.0,25.0,43.0,15.4
0.631134,0.778865,0.910327,7.2,7.58,11.65,38,15.8,1.9,100.1,521,B52,U111,1,27.0,37.0,36.0,12.6
0.637178,0.748841,0.881763,7.0,7.11,19.09,55,11.9,3.9,176.7,1152,E20,U111,1,20.0,33.0,47.0,30.9
0.587744,0.713738,0.857782,6.1,6.21,12.0,1,2.3,2.6,108.8,1304,C10,U120,1,30.0,21.0,49.0,25.8
0.584543,0.723659,0.883198,5.7,5.92,9.47,1,8.5,3.7,69.5,1135,E10,U111,4,24.0,22.0,54.0,31.0
0.673161,0.797176,0.908376,5.2,5.62,17.22,0,13.0,5.2,209.8,1600,D10,U111,2,11.0,31.0,58.0,49.3
0.666568,0.875692,0.967802,6.9,7.19,40.4,70,11.9,3.5,315.9,1004,C10,U420,2,20.0,26.0,53.0,45.7
0.532984,0.670934,0.834827,7.2,7.65,15.78,13,2.5,0.7,69.2,1043,E20,U410,1,7.0,79.0,14.0,4.6
0.70028,0.842802,0.954103,4.0,4.39,17.99,0,18.3,4.0,49.7,1313,C10,U120,2,17.0,41.0,41.0,45.0
0.607906,0.834399,0.980816,7.3,7.84,18.81,295,19.6,1.1,202.2,1043,B13,U111,1,32.0,38.0,30.0,8.6
0.503614,0.655797,0.795219,5.6,5.9,9.61,0,8.1,1.0,106.9,1367,C22,U420,1,11.0,57.0,32.0,18.5
0.517492,0.726943,0.900396,7.3,7.75,14.8,197,7.1,1.6,477.1,1059,F40,U112,1,46.0,18.0,36.0,13.3
0.574577,0.721783,0.887211,4.2,4.7,7.23,0,4.8,2.2,77.3,1403,C22,U120,1,26.0,19.0,56.0,42.0
0.494873,0.668347,0.821089,7.1,7.74,12.59,647,2.8,1.4,205.7,1126,D10,U420,3,20.0,39.0,42.0,20.2
0.534931,0.764656,0.894169,4.6,5.37,2.95,0,2.5,0.5,161.9,1225,D20,U420,1,22.0,38.0,41.0,4.5
0.69101,0.903298,1.04154,7.1,7.49,17.51,50,3.0,3.5,342.6,1227,D20,U420,4,37.0,14.0,50.0,34.3
0.578094,0.815924,0.96588,7.4,7.8,23.0,137,25.0,1.2,254.0,1164,B13,U111,1,34.0,34.0,33.0,9.1
0.577684,0.833417,0.941473,7.5,8.17,10.15,19,3.1,0.3,167.7,1106,E20,U420,1,17.0,45.0,38.0,4.3
0.526993,0.701136,0.860722,7.6,8.0,12.3,174,22.6,1.2,259.8,1150,B11,U111,2,35.0,26.0,38.0,25.3
0.397617,0.596431,0.767457,7.5,7.91,13.38,492,24.7,1.0,198.0,1001,B13,U111,1,30.0,29.0,40.0,7.8
0.547972,0.736371,0.864684,6.2,6.6,5.05,0,2.8,0.9,73.4,1331,C10,U420,1,6.0,77.0,16.0,9.7
0.69887,0.86605,0.980082,6.9,7.23,16.68,120,10.5,4.2,548.2,1338,E10,U420,2,20.0,35.0,46.0,49.1
0.581555,0.701252,0.816705,7.1,7.45,11.73,135,4.5,1.9,231.2,1229,E20,U410,1,28.0,18.0,54.0,16.9
0.640229,0.92953,1.043821,7.3,7.62,16.15,32,2.8,1.1,100.6,1148,E30,U420,1,15.0,44.0,41.0,7.7
0.471773,0.639904,0.780604,6.2,6.4,4.38,1,8.7,0.8,114.7,1120,B11,U111,1,19.0,47.0,34.0,6.2
0.557957,0.788539,0.916907,7.5,7.89,15.04,230,0.0,1.1,296.4,1150,D20,U420,1,40.0,20.0,39.0,15.7
0.687279,0.82959,0.94822,4.3,4.79,7.64,0,10.6,5.9,74.2,1308,E20,U111,1,19.0,28.0,53.0,59.8
0.659098,0.799957,0.913516,6.9,7.44,16.07,58,9.6,2.7,101.3,1362,C10,U120,3,15.0,50.0,35.0,28.3
0.724709,0.943657,1.040344,5.8,6.0,14.39,1,11.7,4.3,146.9,1036,C10,U120,3,19.0,29.0,52.0,55.5
0.691414,0.800323,0.909075,4.9,5.31,6.6,0,10.7,3.0,115.8,1201,C10,U120,3,11.0,54.0,35.0,31.0
0.701786,0.84975,0.96179,4.4,4.8,23.9,0,20.1,3.1,133.3,1143,C10,U120,2,16.0,38.0,46.0,34.8
0.672411,0.807741,0.897695,7.2,7.62,21.8,358,7.2,4.2,243.0,1108,C22,U420,1,18.0,30.0,52.0,73.6
0.521261,0.676419,0.83306,7.3,7.76,15.5,504,6.0,1.8,261.0,1121,D10,U420,2,38.0,18.0,44.0,16.4
0.65153,0.762137,0.876676,7.2,7.5,17.57,160,11.9,2.7,272.0,791,C22,U420,3,18.0,43.0,39.0,82.7
0.633958,0.907895,1.05565,7.5,7.87,14.47,163,27.6,1.7,505.5,1090,B52,U111,1,46.0,17.0,37.0,14.7
0.719062,0.950621,1.08392,7.4,7.7,13.32,157,0.0,4.3,366.3,1191,D20,U420,1,27.0,17.0,56.0,53.3
0.542593,0.670088,0.800975,5.6,6.02,3.71,1,0.0,0.7,33.3,1068,C32,U120,1,7.0,74.0,19.0,11.6
0.671673,0.807502,0.922033,6.3,6.55,8.29,1,3.7,1.2,55.5,995,C32,U420,1,7.0,71.0,22.0,17.1
0.541811,0.672665,0.796127,5.0,5.51,4.54,0,3.4,1.3,73.1,1075,C10,U420,1,10.0,63.0,27.0,16.0
0.447697,0.553349,0.690502,7.3,7.89,15.62,468,13.3,1.1,134.4,967,B11,U111,1,36.0,25.0,39.0,2.5
0.522876,0.668499,0.811065,5.7,5.94,5.45,1,3.1,1.2,61.2,1016,C10,U420,1,11.0,63.0,26.0,14.0
0.540273,0.700398,0.841993,6.6,6.86,4.06,1,10.1,0.5,55.1,935,C10,U120,1,7.0,76.0,17.0,3.4
0.517689,0.650298,0.78733,7.1,7.5,16.86,382,4.6,2.6,356.7,1010,D20,U420,1,28.0,23.0,48.0,25.7
0.62281,0.852394,1.028409,7.3,7.74,9.86,27,31.9,1.2,188.1,1029,B13,U111,1,28.0,42.0,30.0,8.2
0.592704,0.831426,1.010239,7.3,7.73,12.16,49,27.8,1.3,666.7,1137,B31,U111,1,35.0,27.0,38.0,11.5
0.567162,0.791013,0.957855,6.0,6.23,9.69,1,5.7,2.3,193.2,1087,C10,U420,1,18.0,42.0,40.0,31.4
0.464665,0.681476,0.87877,7.4,8.04,13.19,292,7.1,0.6,194.3,1069,B11,U111,1,37.0,25.0,38.0,4.7
0.420541,0.531608,0.66367,7.5,7.91,26.3,406,25.2,1.5,138.9,872,B13,U111,1,40.0,22.0,37.0,18.0
0.546535,0.737428,0.908531,7.5,7.95,14.63,76,12.4,1.3,453.5,932,B11,U111,1,33.0,33.0,34.0,10.1
0.436066,0.647162,0.828945,7.5,7.93,14.44,274,9.3,0.6,239.7,730,F40,U112,1,25.0,45.0,30.0,5.0
0.556408,0.756077,0.893212,7.7,8.18,17.41,377,16.3,1.1,155.4,1033,B13,U111,1,41.0,27.0,33.0,9.7
0.636601,0.809304,0.942523,7.5,7.88,16.15,575,5.4,3.0,421.9,1015,D10,U420,3,22.0,33.0,45.0,28.4
0.67144,0.839888,0.970442,7.3,7.63,15.26,142,4.1,3.8,369.2,1003,D20,U420,4,23.0,19.0,58.0,38.6
0.569534,0.741459,0.853872,7.3,7.7,18.39,563,6.3,2.8,264.8,1153,C10,U420,2,16.0,32.0,52.0,58.6
0.707425,0.900882,1.04184,7.2,7.5,13.07,159,4.9,3.7,172.1,1255,C23,U420,3,24.0,24.0,52.0,57.9
0.633966,0.840195,1.011974,7.3,7.62,11.63,55,3.2,2.8,296.5,1279,C23,U420,1,39.0,10.0,51.0,24.4
0.531958,0.672811,0.846376,7.4,7.78,14.77,354,15.1,1.6,523.9,1228,F40,U112,1,37.0,20.0,42.0,13.2
0.702883,0.923811,1.05955,7.4,7.71,11.99,55,2.9,2.2,528.8,1179,D20,U420,1,34.0,25.0,42.0,25.1
0.642829,0.805697,0.933841,7.3,7.43,15.61,518,4.6,3.3,682.5,1162,D10,U420,1,23.0,29.0,48.0,39.8
0.599531,0.783603,0.936924,7.4,7.74,17.61,296,21.5,3.3,479.6,1180,F40,U112,1,32.0,18.0,50.0,39.1
0.660911,0.86109,1.010094,7.3,7.67,15.32,219,5.5,4.1,591.2,1176,C10,U120,1,27.0,22.0,52.0,54.1
0.54959,0.744984,0.888681,7.3,7.66,18.35,274,4.1,2.4,584.2,920,C10,U420,1,22.0,32.0,46.0,32.7
0.465847,0.652523,0.816223,7.4,7.85,17.78,307,59.0,1.1,263.8,953,B13,U111,1,23.0,52.0,26.0,13.8
0.511525,0.668515,0.820009,7.4,7.78,15.61,400,4.3,1.8,149.8,922,C10,U420,1,20.0,40.0,40.0,21.7
0.422971,0.595035,0.785122,7.7,8.25,13.6,339,2.6,0.7,146.5,917,E30,U420,1,27.0,29.0,44.0,7.7
0.423298,0.630181,0.8073,7.6,8.12,12.11,322,0.0,0.5,80.6,825,D20,U420,1,18.0,56.0,25.0,9.0
0.411355,0.574837,0.733352,7.7,8.18,14.91,327,12.9,0.6,72.6,703,F40,U112,1,15.0,65.0,19.0,5.4
0.573347,0.666254,0.749765,7.2,7.37,50.5,507,21.7,1.9,234.0,1000,B13,U111,1,17.0,44.0,39.0,32.7
0.688464,0.830521,0.938055,7.1,7.27,18.74,290,6.7,6.7,512.9,1183,D20,U420,1,24.0,23.0,54.0,73.4
0.734207,0.863422,0.956344,7.2,7.38,17.0,298,6.1,5.9,400.0,1221,D20,U420,3,24.0,19.0,58.0,65.0
0.469965,0.666163,0.79733,5.0,5.54,4.18,0,39.9,0.5,77.9,1159,F40,U112,1,10.0,69.0,20.0,3.8
0.536621,0.750347,0.926887,7.3,7.88,19.54,162,18.3,1.6,217.5,1153,F40,U112,4,31.0,17.0,52.0,61.2
0.564256,0.713229,0.841854,7.5,7.93,19.03,239,13.3,1.2,414.3,1107,B11,U111,1,43.0,20.0,37.0,26.7
0.654488,0.827295,0.929717,7.1,7.22,62.4,189,90.8,4.8,403.6,1136,E20,U420,1,11.0,49.0,40.0,43.1
0.65144,0.846008,0.988909,7.1,7.31,13.12,105,7.2,3.7,669.1,1130,D20,U420,1,33.0,21.0,46.0,33.6
0.653124,0.812082,0.9409,7.4,7.77,16.65,281,36.7,2.1,393.4,1116,B31,U111,2,45.0,14.0,42.0,23.3
0.578894,0.805385,0.968175,7.3,7.84,12.34,673,4.8,2.2,298.9,1198,D20,U111,3,19.0,34.0,46.0,18.7
0.51926,0.620778,0.752858,7.2,7.68,15.78,652,5.6,2.4,290.8,1241,D20,U420,2,30.0,27.0,43.0,20.8
0.792021,0.963141,1.06628,7.2,7.39,49.5,18,12.3,7.6,243.8,1205,D20,U420,4,25.0,11.0,64.0,69.2
0.590875,0.71918,0.874119,4.5,5.07,2.86,1,7.5,1.7,76.7,1208,C33,U120,1,21.0,22.0,57.0,12.4
0.565267,0.793157,0.927208,6.4,6.61,5.37,1,0.0,1.1,167.0,1106,D20,U420,1,20.0,38.0,42.0,9.9
0.53545,0.701161,0.846251,6.6,6.82,8.09,0,35.1,1.2,206.4,1099,B11,U111,1,29.0,22.0,48.0,9.7
0.578372,0.843473,0.97401,3.9,4.7,2.39,0,0.0,0.4,141.7,1167,D10,U420,1,26.0,9.0,65.0,1.2
0.526833,0.670119,0.82351,5.1,5.59,3.82,0,2.8,1.8,64.9,1078,E10,U410,1,10.0,51.0,39.0,15.3
0.635459,0.763318,0.856383,5.1,5.31,41.0,0,23.5,3.7,184.5,1057,C10,U420,1,11.0,44.0,45.0,39.2
0.501533,0.647579,0.786336,7.3,7.99,14.33,286,11.9,1.5,212.5,1039,F40,U112,1,41.0,25.0,34.0,14.0
0.411222,0.504088,0.627304,7.5,8.04,14.39,654,25.5,1.4,326.2,1040,B11,U111,1,15.0,47.0,37.0,7.8
0.550451,0.697778,0.826831,7.6,7.95,18.15,315,12.0,2.1,322.6,977,B31,U111,1,43.0,17.0,40.0,19.5
0.678171,0.786247,0.872318,7.4,7.63,24.0,170,8.9,3.4,433.1,1066,C32,U361,3,18.0,42.0,41.0,104.2
0.585592,0.64794,0.759839,7.4,7.84,7.3,1,3.4,0.6,99.9,1077,B74,U111,4,43.0,18.0,38.0,2.9
0.62745,0.66628,0.724486,7.5,8.19,12.09,66,6.7,0.7,82.5,1148,B74,U111,4,13.0,58.0,30.0,4.8
0.524226,0.66197,0.794296,7.6,8.19,15.26,250,7.6,1.1,228.8,1005,B74,U111,3,26.0,32.0,43.0,12.3
0.757862,0.919277,1.027108,7.4,7.65,44.1,250,11.8,5.4,442.4,1150,C10,U420,4,25.0,18.0,57.0,66.0
0.566114,0.74134,0.890682,7.6,7.98,24.3,479,14.4,1.9,173.5,1154,B13,U111,2,29.0,28.0,43.0,16.8
0.647888,0.793178,0.908828,7.3,7.69,32.1,562,8.8,4.7,202.5,1268,C10,U420,4,18.0,26.0,56.0,55.6
0.572562,0.699462,0.840912,7.5,7.94,20.4,83,6.8,1.6,317.9,1282,E30,U111,1,31.0,27.0,42.0,11.1
0.57923,0.729929,0.857883,7.6,8.01,20.4,524,29.6,2.0,239.8,1060,B13,U111,1,29.0,22.0,49.0,19.1
0.526014,0.645013,0.765027,7.6,8.03,25.7,600,8.8,1.8,183.8,1115,B18,U111,1,34.0,21.0,45.0,14.9
0.497105,0.613997,0.74099,7.7,8.09,19.51,667,6.7,1.1,96.3,1013,D20,U111,2,17.0,51.0,32.0,21.3
0.726648,0.909691,1.046258,7.3,7.65,10.44,9,4.4,2.7,246.2,1416,C22,U120,4,19.0,44.0,37.0,26.0
0.594506,0.712136,0.907103,7.6,7.93,16.63,178,10.2,1.2,267.7,1359,B52,U111,4,29.0,44.0,27.0,9.7
0.660866,0.872309,0.979181,7.7,8.12,14.61,111,11.9,1.0,137.8,1430,B13,U111,1,24.0,38.0,38.0,7.0
0.735971,0.949804,1.073868,7.5,7.82,9.45,8,5.0,1.4,224.1,1366,B13,U111,2,23.0,50.0,26.0,11.5
0.686839,0.89098,0.970402,7.7,8.47,7.09,4,0.0,0.5,100.0,1319,D20,U420,2,26.0,18.0,56.0,2.3
0.507293,0.607377,0.740214,7.6,8.1,14.11,565,0.0,1.2,186.7,1405,D20,U420,2,30.0,39.0,31.0,12.5
0.589567,0.759348,0.886927,7.5,7.88,23.2,232,18.8,1.8,232.8,1267,B13,U111,1,24.0,35.0,42.0,15.8
0.56178,0.742994,0.89572,7.7,8.2,12.63,248,11.8,0.8,96.5,1312,B13,U111,1,21.0,48.0,31.0,7.7
0.521841,0.644853,0.74086,7.8,8.19,16.11,419,0.0,1.2,60.1,1284,D20,U111,1,18.0,28.0,54.0,71.8
0.723794,0.847927,0.991779,7.4,7.73,14.35,56,0.0,3.2,351.0,1480,D20,U420,2,24.0,36.0,40.0,30.1
0.654002,0.833378,0.975409,7.6,8.0,19.32,267,18.0,1.7,247.6,1185,E30,U111,4,36.0,28.0,36.0,14.5
0.562037,0.785423,0.87851,7.4,7.53,226.0,96,0.0,1.0,84.2,1346,C23,U120,1,38.0,28.0,34.0,11.3
0.581726,0.752113,0.8772,7.5,7.8,14.01,146,6.5,3.5,414.5,990,C10,U420,4,32.0,17.0,51.0,35.8
0.675807,0.814271,0.96153,7.6,7.95,19.89,247,4.5,2.7,282.2,1415,C23,U420,4,30.0,16.0,53.0,25.9
0.63554,0.805295,0.943478,7.5,7.85,18.39,307,16.9,2.0,397.4,1073,B13,U111,4,26.0,37.0,36.0,24.5
0.673667,0.817366,0.93246,7.7,8.13,14.67,266,12.5,1.1,154.5,1042,E30,U111,3,23.0,48.0,29.0,9.9
0.630589,0.822427,0.97263,7.6,8.06,15.3,155,7.3,1.2,197.1,1140,B74,U111,2,24.0,50.0,26.0,11.9
0.55857,0.728006,0.870697,7.7,8.05,16.47,351,11.9,1.7,191.0,1224,C10,U120,4,28.0,36.0,36.0,11.2
0.549463,0.698928,0.859645,7.7,8.18,12.82,105,0.0,1.0,145.4,1271,E30,U111,1,24.0,42.0,34.0,3.7
0.776964,0.935403,1.034621,7.0,7.3,18.03,34,6.2,4.6,290.7,1476,D20,U420,4,17.0,33.0,50.0,40.7
0.531806,0.661568,0.794041,7.6,7.8,13.01,89,18.3,1.5,208.5,1096,B31,U111,3,24.0,30.0,46.0,24.3
0.880757,0.993532,1.071912,7.3,7.44,95.3,58,13.7,7.9,316.4,1463,C22,U120,2,17.0,24.0,59.0,144.6
0.533255,0.714362,0.844068,7.4,7.89,14.39,280,0.0,1.5,378.3,1017,C22,U120,2,36.0,25.0,39.0,20.5
0.576459,0.738231,0.899858,7.4,7.76,5.14,490,5.9,3.1,279.2,1092,D20,U420,3,30.0,21.0,48.0,31.3
0.639366,0.875822,1.029945,7.3,7.68,125.3,49,80.7,2.0,437.3,1129,B11,U111,1,31.0,32.0,37.0,20.6
0.604774,0.7962,0.949033,7.1,7.24,89.3,236,8.9,3.9,467.5,1163,C10,U420,4,24.0,29.0,47.0,49.1
0.608926,0.821786,0.933389,5.8,6.1,2.96,1,6.4,2.7,167.7,1130,C10,U420,1,16.0,40.0,44.0,25.3
0.530206,0.696271,0.852792,7.4,7.83,17.15,412,4.2,1.9,255.3,1043,D20,U420,1,23.0,30.0,48.0,41.3
0.553364,0.699637,0.833588,6.2,6.45,4.96,0,19.8,1.1,80.0,1375,E20,U420,1,31.0,26.0,44.0,9.6
0.623081,0.791994,0.928022,7.2,7.73,14.1,386,4.2,3.7,169.4,1159,D10,U420,4,24.0,26.0,50.0,38.1
0.587225,0.708246,0.815835,7.1,7.33,21.8,110,6.6,2.9,429.8,1044,C10,U420,1,21.0,33.0,46.0,42.0
0.506058,0.661201,0.836168,7.7,8.11,13.28,211,21.4,1.3,260.1,1004,B14,U111,1,41.0,19.0,40.0,14.9
0.660112,0.872,1.016415,7.5,7.78,14.95,104,4.6,3.4,163.3,1047,C10,U120,3,36.0,16.0,49.0,31.7
0.617192,0.792281,0.941144,7.3,7.6,13.21,55,2.6,2.1,142.2,1303,C22,U120,2,29.0,17.0,54.0,40.3
0.510586,0.598963,0.724976,7.6,7.73,199.3,518,7.1,1.1,388.9,1145,B74,U111,1,52.0,12.0,36.0,7.0
0.687799,0.917255,1.052969,7.4,7.77,14.57,44,4.0,3.4,237.9,1193,C10,U420,3,29.0,17.0,54.0,33.8
0.679919,0.846315,0.977698,7.6,7.89,26.1,168,59.3,1.5,484.9,1058,A13,U111,1,28.0,29.0,43.0,17.8
0.581719,0.676033,0.780937,7.3,7.51,11.47,77,3.1,1.2,30.4,1060,C22,U120,4,7.0,55.0,38.0,126.7
0.590276,0.694142,0.797796,7.5,8.03,13.63,165,2.5,1.0,36.7,1055,C22,U120,4,8.0,67.0,26.0,103.2
0.564385,0.662813,0.802783,6.2,6.44,4.38,1,4.2,0.7,65.7,1040,B82,U410,4,16.0,40.0,44.0,7.5
0.582515,0.711337,0.831576,5.3,5.78,5.05,1,5.3,0.7,84.4,1022,C22,U120,1,6.0,77.0,16.0,7.1
0.488977,0.570979,0.696193,7.1,7.72,19.1,132,7.0,1.5,67.1,1138,F40,U112,1,22.0,29.0,49.0,8.6
0.480465,0.600351,0.725218,7.4,7.8,15.57,531,3.1,2.6,44.4,936,D20,U420,2,21.0,28.0,51.0,23.6
0.445145,0.558493,0.678629,7.6,7.74,242.0,206,20.5,2.0,277.0,371,F40,U112,1,41.0,13.0,46.0,19.2
0.461279,0.585359,0.776365,7.3,7.64,23.2,465,23.0,1.8,308.1,1028,E20,U111,1,31.0,30.0,39.0,16.6
0.276894,0.353582,0.446963,7.7,8.2,12.53,625,3.1,0.8,146.1,1037,D20,U420,1,56.0,13.0,31.0,2.7
0.43459,0.546999,0.726384,7.7,8.09,16.04,333,10.4,1.0,125.9,1018,B13,U111,1,35.0,18.0,48.0,6.2
0.558659,0.771796,0.929086,7.7,8.03,17.65,389,25.1,1.3,225.6,1083,F40,U112,1,30.0,35.0,35.0,10.5
0.792064,0.945937,1.052243,7.1,7.35,21.0,5,7.8,7.5,306.5,1230,D10,U420,4,25.0,12.0,62.0,72.6
0.561968,0.806601,0.930036,7.9,8.4,15.69,110,6.7,0.7,167.2,1025,B31,U111,1,30.0,16.0,54.0,8.8
0.517719,0.642129,0.795076,7.5,7.92,16.45,194,14.9,1.1,329.6,1020,B11,U111,1,25.0,42.0,33.0,16.0
0.512981,0.627296,0.736883,5.4,5.5,36.1,0,17.1,2.9,136.1,1329,C10,U120,1,14.0,35.0,51.0,35.1
0.513644,0.641835,0.812986,5.6,5.82,6.81,1,9.8,1.7,86.5,399,B81,U111,1,17.0,26.0,57.0,15.8
0.494968,0.61378,0.728144,4.1,4.38,7.57,1,39.0,1.3,34.4,222,C22,U120,2,12.0,49.0,39.0,30.3
0.583894,0.71324,0.794357,4.9,5.33,7.46,1,18.5,2.7,48.6,338,C10,U420,2,5.0,56.0,39.0,69.4
0.523314,0.663703,0.820966,4.4,4.72,2.85,0,19.9,0.7,18.4,304,C32,U361,1,5.0,70.0,25.0,11.6
0.523449,0.651458,0.801005,4.2,4.57,3.55,0,42.6,0.9,25.0,261,C22,U120,1,6.0,52.0,42.0,17.9
0.396019,0.488093,0.566851,3.8,4.28,3.13,0,5.8,0.8,16.8,267,C33,U120,3,6.0,55.0,39.0,13.1
0.542759,0.648391,0.763367,4.5,4.61,2.12,1,5.2,0.4,14.4,254,C22,U120,1,3.0,86.0,11.0,9.4
0.46402,0.55459,0.725454,4.4,4.63,2.77,0,0.0,0.7,22.6,201,C22,U120,2,16.0,49.0,35.0,12.7
0.561753,0.668391,0.749377,3.9,4.31,11.96,0,6.1,0.7,23.9,177,C33,U120,1,2.0,84.0,14.0,12.9
0.482951,0.60673,0.759772,4.6,4.89,3.22,1,16.7,0.6,25.4,278,C10,U120,1,5.0,71.0,23.0,11.1
0.49273,0.584598,0.654944,3.7,4.38,6.32,0,4.4,0.7,22.5,261,C32,U120,2,4.0,69.0,26.0,21.7
0.468211,0.585807,0.715971,4.4,4.69,2.97,1,8.7,0.8,20.1,203,C22,U120,2,5.0,72.0,23.0,10.9
0.518127,0.633752,0.740595,4.1,4.3,11.54,0,8.4,0.9,30.8,193,C22,U120,1,6.0,66.0,29.0,14.6
0.539039,0.595977,0.652001,3.7,4.46,4.81,1,11.8,0.7,44.3,188,C22,U120,2,3.0,76.0,21.0,14.5
0.532477,0.640257,0.717795,3.8,4.08,4.18,0,0.0,0.6,15.8,177,D20,U319,1,2.0,84.0,14.0,9.3
0.397595,0.483395,0.553743,3.6,4.11,2.67,0,0.0,0.5,19.2,272,C22,U120,2,3.0,81.0,16.0,7.4
0.532538,0.659206,0.798152,4.7,4.99,22.2,1,62.7,2.2,51.4,296,E30,U410,2,8.0,53.0,40.0,21.6
0.501981,0.617749,0.728822,4.4,4.89,4.78,1,5.0,1.6,48.4,271,C32,U120,2,9.0,51.0,40.0,42.1
0.491102,0.597111,0.689422,4.1,4.55,2.42,0,12.9,0.5,22.3,265,C22,U120,1,4.0,77.0,19.0,8.9
0.486286,0.560636,0.625945,3.5,4.06,4.09,1,5.5,1.2,27.6,302,C22,U120,1,5.0,67.0,28.0,27.3
0.949853,1.091212,1.126365,4.2,4.38,240.2,3,53.7,24.9,89.8,252,E10,U410,1,3.0,74.0,23.0,421.8
0.465451,0.570561,0.656319,4.2,4.64,4.27,1,5.8,1.1,38.7,253,C33,U120,1,5.0,67.0,28.0,20.0
0.537503,0.668903,0.775855,3.6,4.03,7.3,0,6.8,2.5,53.7,232,C21,U120,1,10.0,60.0,30.0,63.4
0.971764,1.126407,1.166432,3.7,4.42,53.8,0,58.9,32.3,173.2,252,C10,U120,1,3.0,77.0,20.0,479.2
0.383469,0.456296,0.512347,4.0,4.93,3.06,0,20.3,0.4,28.0,301,C31,U420,1,3.0,83.0,15.0,6.2
0.521215,0.590969,0.644483,3.4,3.99,5.64,1,16.4,1.0,42.8,247,C22,U120,2,3.0,82.0,15.0,26.0
0.663783,0.763007,0.816861,3.8,4.69,6.5,1,7.8,1.2,28.6,158,C32,U120,1,2.0,87.0,11.0,25.4
0.465227,0.567709,0.68664,3.8,4.27,6.58,1,36.5,1.0,41.5,98,C31,U120,2,16.0,56.0,28.0,15.7
0.45533,0.579071,0.745985,4.3,4.55,15.03,1,40.5,1.6,63.4,1080,C33,U120,1,23.0,13.0,64.0,25.9
0.495815,0.630491,0.775713,4.4,4.76,3.54,1,8.2,1.1,21.0,180,C10,U120,1,6.0,74.0,20.0,21.4
0.499447,0.605773,0.73834,4.1,4.34,4.22,1,25.7,1.0,26.5,246,C32,U120,2,14.0,54.0,32.0,20.0
0.486337,0.583913,0.683458,3.9,4.26,4.0,1,13.5,0.7,20.6,251,C22,U120,2,6.0,69.0,25.0,15.7
0.468468,0.600684,0.733664,4.4,4.5,4.85,2,13.1,1.4,45.2,171,C33,U120,2,13.0,49.0,38.0,22.2
0.492182,0.62265,0.744911,4.3,4.84,3.67,1,13.6,1.1,59.3,242,C32,U120,3,4.0,75.0,21.0,19.7
