665,560,490,phc,phh,ec,caco3,p,n,k,elevation,lc1,lu1,stones,clay,sand,silt,oc
0.391247,0.470773,0.527094,3.5,4.32,2.8,1,5.8,0.4,42.1,208,C22,U120,3,2.0,87.0,11.0,9.9
0.511765,0.621604,0.692571,3.5,4.04,3.18,0,12.1,0.8,34.0,119,C32,U120,3,3.0,82.0,15.0,17.0
0.371739,0.447514,0.503239,3.8,4.62,3.17,0,0.0,0.6,19.3,170,C21,U120,3,3.0,79.0,17.0,7.7
0.514789,0.593013,0.685554,3.9,4.36,3.41,1,10.4,0.8,24.0,960,D10,U120,3,8.0,58.0,34.0,16.5
0.443169,0.563107,0.677786,4.3,4.67,2.49,0,11.3,0.5,12.9,153,C22,U120,1,5.0,72.0,23.0,10.3
0.648391,0.775084,0.853018,3.6,4.44,47.6,1,33.8,9.2,62.8,185,C33,U120,1,12.0,25.0,63.0,236.0
0.510173,0.62905,0.713593,3.6,4.21,4.18,1,11.2,1.0,28.4,106,C32,U120,3,4.0,73.0,23.0,27.3
0.876292,0.987044,1.030369,3.4,4.13,25.1,1,48.9,17.8,200.8,36,C33,U120,2,5.0,63.0,32.0,430.5
0.615438,0.736098,0.805925,3.5,4.64,24.1,0,34.7,2.9,66.2,28,C32,U120,1,3.0,78.0,19.0,74.5
0.460929,0.529892,0.590928,3.8,4.43,7.04,0,18.8,1.2,61.8,152,C31,U120,3,4.0,73.0,23.0,30.9
0.555987,0.691579,0.824891,3.5,4.04,5.58,0,31.1,1.2,55.6,108,C22,U120,3,4.0,72.0,24.0,33.7
0.742759,0.864217,0.93766,4.3,4.48,117.8,1,77.1,10.9,82.7,89,E20,U111,1,5.0,60.0,35.0,149.9
0.854126,0.958915,1.025707,3.6,4.28,94.2,0,53.9,10.9,343.1,134,C32,U120,1,6.0,51.0,43.0,401.4
0.521037,0.687202,0.832476,4.0,4.27,2.97,1,5.8,0.7,15.8,86,C33,U120,1,4.0,73.0,23.0,16.9
0.4749,0.571761,0.6911,4.4,4.69,17.2,0,14.5,2.8,35.6,68,E30,U112,1,24.0,17.0,59.0,44.3
0.607541,0.736302,0.860739,4.2,4.6,9.07,0,172.3,2.8,44.7,69,E20,U370,1,5.0,66.0,29.0,28.7
0.604744,0.783158,0.900745,4.0,4.13,9.43,1,18.0,1.0,35.2,258,C22,U120,1,3.0,81.0,15.0,21.4
0.558614,0.685896,0.819904,4.1,4.32,38.1,1,23.9,4.6,119.5,49,C21,U120,1,18.0,27.0,55.0,66.9
0.62934,0.737006,0.830406,4.9,5.04,85.8,1,29.2,7.3,53.5,19,E30,U112,1,7.0,35.0,58.0,84.2
0.619788,0.78673,0.889216,3.9,4.37,10.44,1,15.8,1.6,35.4,69,C31,U120,1,4.0,61.0,35.0,35.3
0.49166,0.557775,0.602505,3.3,4.05,7.3,1,11.3,1.3,54.8,96,C32,U120,3,5.0,63.0,32.0,27.3
0.51021,0.649112,0.783439,4.0,4.45,3.72,0,115.5,0.8,32.8,206,C32,U120,2,6.0,68.0,26.0,19.2
0.397471,0.462783,0.525797,4.2,4.66,2.73,0,33.8,0.5,29.5,233,C32,U120,3,4.0,74.0,22.0,7.3
0.511392,0.605469,0.710624,4.0,4.41,3.32,0,16.9,0.6,21.7,182,C32,U120,1,6.0,68.0,26.0,14.2
0.553598,0.676831,0.819624,3.9,4.4,6.71,0,48.3,2.3,92.4,233,D10,U120,3,24.0,39.0,37.0,49.3
0.598474,0.706209,0.824361,3.9,4.39,5.33,0,7.0,1.7,82.8,302,C32,U120,3,8.0,60.0,32.0,35.2
0.53077,0.691486,0.821569,4.2,4.51,6.6,1,0.0,1.3,28.7,298,C32,U120,3,6.0,66.0,28.0,25.5
0.497156,0.613325,0.727617,4.1,4.4,3.02,1,6.7,0.8,30.2,322,C22,U120,3,6.0,68.0,26.0,17.5
0.466286,0.533684,0.592823,3.7,4.25,3.58,0,25.0,0.5,26.6,288,C31,U120,2,6.0,67.0,28.0,8.7
0.577461,0.695538,0.801095,4.1,4.74,8.33,1,31.7,2.2,59.1,260,C31,U120,2,8.0,63.0,29.0,39.7
0.437553,0.544525,0.642623,3.9,4.23,4.63,0,20.7,0.7,20.9,219,C33,U120,1,6.0,60.0,34.0,14.0
0.513186,0.617604,0.713769,3.7,4.28,4.8,1,15.4,0.7,24.6,191,C22,U120,4,4.0,76.0,21.0,15.3
0.456772,0.590649,0.723747,4.3,4.76,3.27,1,30.5,0.6,27.7,190,C22,U120,2,5.0,71.0,23.0,13.9
0.532143,0.650706,0.7928,4.3,4.46,3.97,1,0.0,1.0,24.4,275,C33,U120,2,10.0,53.0,37.0,32.2
0.465805,0.589812,0.688652,4.3,4.52,4.22,1,0.0,1.1,36.6,252,C32,U120,2,6.0,66.0,28.0,26.2
0.495827,0.625489,0.822063,4.4,4.73,2.86,1,5.6,0.4,21.5,212,C22,U120,1,5.0,80.0,15.0,8.3
0.490978,0.630548,0.744395,4.2,4.65,3.82,1,0.0,1.1,39.8,208,C10,U120,2,5.0,77.0,18.0,19.6
0.566459,0.665468,0.7776,5.0,5.54,6.57,1,0.0,0.6,16.2,234,C32,U120,2,4.0,79.0,18.0,5.6
0.451402,0.579951,0.813392,4.4,4.19,13.05,1,0.0,0.9,42.2,293,C32,U120,2,6.0,70.0,24.0,20.0
0.515359,0.653458,0.794514,4.9,4.93,2.49,2,0.0,0.6,39.0,299,C32,U120,4,8.0,60.0,33.0,11.7
0.515709,0.639338,0.829407,4.3,4.81,3.1,1,0.0,0.5,18.9,215,C32,U120,3,6.0,71.0,22.0,9.4
0.478547,0.584846,0.729112,4.6,4.77,3.25,0,0.0,0.7,16.6,195,C22,U120,1,7.0,61.0,32.0,12.4
0.491216,0.624556,0.794595,4.5,4.57,6.53,1,0.0,0.7,22.6,189,C22,U120,1,7.0,66.0,27.0,12.4
0.485738,0.59206,0.736192,4.2,4.65,4.06,1,0.0,1.1,36.6,235,C33,U120,4,9.0,52.0,40.0,24.2
0.683117,0.79858,0.881543,3.7,4.85,42.6,0,80.3,10.2,173.3,179,C31,U120,1,7.0,48.0,45.0,277.4
0.61089,0.734116,0.907249,4.3,4.62,2.15,0,6.4,0.3,14.0,123,C32,U120,2,2.0,93.0,6.0,9.6
0.597989,0.744932,0.923074,4.6,4.8,2.09,1,9.7,0.4,12.6,167,C32,U120,1,1.0,96.0,3.0,11.6
0.461167,0.575725,0.701497,3.7,4.16,5.2,1,10.5,1.1,38.4,144,C32,U120,2,8.0,39.0,52.0,29.0
0.450093,0.550688,0.723818,4.7,4.8,4.25,1,0.0,0.8,14.9,191,C32,U120,2,11.0,36.0,53.0,14.5
0.432621,0.571345,0.777811,4.7,4.89,3.06,1,0.0,0.8,18.0,229,C10,U120,1,8.0,60.0,32.0,15.1
0.49385,0.593279,0.701869,4.1,4.57,5.7,0,0.0,0.5,15.2,104,C10,U120,1,5.0,77.0,18.0,11.6
0.514379,0.615705,0.74406,4.0,4.55,2.4,1,0.0,0.4,13.6,93,C32,U120,3,3.0,87.0,11.0,7.5
0.671417,0.746543,0.846334,5.9,6.02,3.51,1,0.0,0.1,28.1,115,F20,U420,1,0.0,100.0,0.0,0.4
0.496608,0.606101,0.757504,4.4,4.69,3.73,1,0.0,0.5,11.0,209,C32,U120,1,4.0,76.0,20.0,8.2
0.747317,0.904671,1.027574,5.3,5.77,22.6,2,7.4,4.1,98.5,215,C32,U120,4,11.0,43.0,46.0,68.7
0.674958,0.806514,0.923537,4.6,4.91,6.48,2,0.0,2.1,44.5,233,C22,U120,4,7.0,59.0,34.0,64.3
0.632214,0.748697,0.877396,3.9,4.26,8.55,1,0.0,2.2,49.4,192,C22,U120,4,9.0,51.0,40.0,65.1
0.630831,0.798388,0.920067,4.0,4.15,8.04,1,6.7,1.1,15.1,295,C33,U120,2,7.0,63.0,30.0,31.0
0.482973,0.638163,0.783532,4.6,4.74,2.76,2,0.0,0.9,18.6,221,C32,U120,1,4.0,78.0,17.0,19.7
0.505705,0.673077,0.881572,4.4,4.6,3.58,1,8.9,0.9,27.6,238,C22,U120,1,8.0,65.0,27.0,19.6
0.48661,0.619307,0.825805,4.7,5.16,4.23,1,0.0,0.5,16.2,181,C32,U120,4,6.0,72.0,22.0,9.1
0.454613,0.580557,0.736739,4.0,4.44,3.02,1,0.0,0.6,15.7,179,C32,U120,3,7.0,66.0,28.0,12.5
0.442686,0.565092,0.742865,4.2,4.33,3.05,0,0.0,0.4,14.1,211,C22,U120,4,7.0,72.0,21.0,10.1
0.425509,0.591955,0.865878,4.5,4.85,2.59,0,0.0,0.5,16.9,147,C22,U120,1,5.0,75.0,20.0,10.5
0.437933,0.544426,0.643276,3.7,4.21,4.65,0,12.1,0.6,24.4,148,C10,U120,3,6.0,71.0,23.0,16.3
0.503994,0.662333,0.844317,4.1,4.4,5.09,1,0.0,0.7,29.7,276,C32,U120,3,9.0,59.0,31.0,17.6
0.497536,0.625942,0.722532,3.9,5.2,8.36,0,10.4,1.1,27.1,175,C31,U120,1,4.0,71.0,26.0,31.5
0.488682,0.603143,0.749017,4.5,5.12,3.52,0,0.0,0.6,14.1,170,C22,U120,1,4.0,83.0,13.0,11.7
0.640574,0.82383,0.951911,4.2,4.67,5.33,0,7.7,1.2,26.8,163,C32,U120,3,5.0,69.0,26.0,23.9
0.49591,0.64562,0.81029,4.1,4.41,2.66,1,0.0,0.5,22.3,280,C33,U120,2,5.0,80.0,16.0,8.8
0.427161,0.550252,0.687495,4.0,4.39,3.09,0,0.0,0.5,14.6,264,C22,U120,2,6.0,76.0,19.0,7.9
0.552073,0.69943,0.849824,4.3,4.57,3.13,1,0.0,1.0,16.8,256,D10,U120,1,8.0,60.0,32.0,20.0
0.594275,0.723644,0.814393,3.9,4.27,3.49,1,0.0,1.1,17.6,179,C32,U120,1,4.0,75.0,21.0,26.5
0.46112,0.557492,0.696679,4.0,4.36,3.37,1,0.0,0.4,15.0,214,C22,U120,1,6.0,72.0,21.0,7.0
0.514181,0.590802,0.703419,3.9,4.21,18.66,0,9.2,2.6,55.6,151,C10,U120,1,19.0,26.0,54.0,42.2
0.392063,0.475657,0.538172,3.6,4.37,3.86,0,10.5,0.4,25.5,266,C33,U120,1,6.0,70.0,24.0,5.8
0.552769,0.644599,0.798799,4.6,5.11,3.04,1,9.1,0.5,21.1,170,C10,U120,1,11.0,35.0,53.0,8.9
0.456053,0.590692,0.735278,4.3,4.47,3.08,1,8.9,0.6,16.1,213,C22,U120,1,5.0,74.0,21.0,13.0
0.448462,0.564339,0.65124,4.1,4.34,3.94,0,5.3,0.9,21.5,213,C22,U120,1,5.0,70.0,24.0,19.2
0.393897,0.494932,0.580803,4.1,4.43,3.36,1,30.3,0.5,14.7,232,C22,U120,1,5.0,69.0,25.0,9.7
0.589444,0.708022,0.810193,4.1,4.57,7.87,1,8.0,1.4,42.7,173,C31,U120,1,5.0,66.0,29.0,26.1
0.638156,0.788868,0.861697,3.3,3.98,11.17,0,9.3,4.1,99.5,233,C22,U120,1,5.0,66.0,29.0,137.6
0.457725,0.556654,0.643866,4.2,4.45,2.13,1,5.2,0.4,9.8,245,C22,U120,1,3.0,86.0,12.0,6.4
0.699489,0.843444,0.905967,3.5,4.2,15.48,1,17.3,10.1,40.7,251,C23,U120,1,6.0,52.0,42.0,200.8
0.518376,0.640924,0.709512,3.5,4.03,3.67,0,0.0,0.6,10.8,242,C22,U120,1,2.0,83.0,15.0,16.6
0.431392,0.54154,0.647629,4.1,4.29,3.14,0,9.6,0.6,17.3,311,D10,U120,1,6.0,59.0,35.0,15.0
0.653679,0.769408,0.902026,4.3,4.58,2.26,0,0.0,0.6,13.7,256,C22,U120,1,2.0,87.0,10.0,15.9
0.544519,0.638319,0.727511,3.7,4.35,9.65,0,19.9,2.0,53.9,233,C32,U120,2,7.0,64.0,29.0,38.2
0.543227,0.651048,0.756173,4.3,4.49,77.4,0,93.8,4.5,123.7,236,C22,U150,1,5.0,72.0,23.0,65.6
0.501933,0.646861,0.832368,4.7,5.24,2.67,1,0.0,0.8,17.0,281,C32,U120,2,8.0,54.0,38.0,15.2
0.760835,0.948331,1.030111,3.9,4.07,48.0,0,30.9,23.1,23.4,260,C32,U120,1,6.0,42.0,52.0,378.8
0.536292,0.660702,0.809051,4.0,4.31,13.19,1,22.9,0.8,34.2,213,C32,U120,2,5.0,74.0,21.0,20.2
0.470419,0.589104,0.784941,4.3,4.69,3.4,1,6.3,0.7,21.4,201,C23,U120,1,8.0,67.0,25.0,12.8
0.632342,0.745382,0.836894,6.9,7.4,23.5,541,8.8,3.7,302.6,1392,C32,U420,3,28.0,22.0,49.0,52.6
0.721754,0.834614,0.942041,7.1,7.5,22.7,149,7.2,3.4,351.9,1266,C33,U120,4,24.0,30.0,45.0,45.4
0.609523,0.730057,0.894126,6.8,6.94,35.6,3,6.2,2.7,113.9,1455,C31,U120,3,21.0,32.0,47.0,25.5
0.63955,0.76801,0.888425,5.1,5.4,45.6,1,10.6,5.4,138.6,1038,E20,U111,3,25.0,16.0,59.0,66.5
0.68904,0.753587,0.828317,7.0,7.41,24.5,359,7.4,3.3,439.3,1010,E20,U111,4,38.0,15.0,47.0,35.2
0.651442,0.749344,0.83036,7.0,7.4,22.1,471,7.2,2.9,265.9,1018,C22,U420,2,27.0,27.0,47.0,47.7
0.953386,1.104142,1.190632,4.6,5.08,18.76,1,11.5,4.1,181.4,985,C10,U420,4,5.0,70.0,25.0,58.1
0.671454,0.815042,0.930442,6.1,6.49,7.0,1,6.7,1.4,126.1,128,D10,U420,4,9.0,70.0,21.0,20.9
0.754324,0.89243,0.99244,7.0,7.15,36.5,58,9.8,5.3,251.1,1052,C10,U420,2,30.0,20.0,50.0,83.1
0.806669,0.945616,1.03227,6.2,6.43,50.7,2,14.5,6.9,382.3,1219,E10,U111,3,26.0,13.0,61.0,70.9
0.424608,0.521813,0.60285,7.2,7.56,36.6,740,7.6,3.2,133.2,686,E20,U111,2,33.0,15.0,51.0,16.3
0.799876,0.990478,1.111197,4.5,5.09,21.0,1,27.5,9.5,132.3,1298,D20,U111,2,11.0,32.0,57.0,110.5
0.714584,0.903805,1.040553,4.8,5.23,18.32,1,19.8,9.6,248.1,1160,E20,U111,1,12.0,30.0,58.0,96.2
0.987497,1.174457,1.25371,4.2,4.64,24.2,1,31.8,13.0,152.5,1284,D20,U111,1,7.0,41.0,52.0,163.4
0.832324,1.01231,1.123619,4.8,5.3,14.59,1,37.6,10.3,251.0,1061,E20,U111,1,8.0,39.0,53.0,106.3
0.753646,0.923491,1.064569,4.0,4.27,22.1,0,15.9,4.4,84.6,1227,C10,U120,1,13.0,39.0,48.0,62.0
0.541518,0.688989,0.848908,4.3,4.82,8.88,0,20.8,1.9,120.5,854,B15,U111,1,15.0,53.0,32.0,17.0
0.621561,0.752888,0.897581,5.4,5.73,15.89,0,67.7,3.7,335.4,914,E20,U111,1,9.0,49.0,42.0,36.3
0.658367,0.799887,0.936194,5.8,6.03,36.2,1,22.8,3.9,323.4,1037,E20,U111,1,16.0,34.0,50.0,37.6
0.69795,0.850982,0.974442,4.9,5.28,18.67,1,19.5,5.1,176.0,1032,E20,U111,1,17.0,31.0,53.0,51.0
0.642435,0.800307,0.955166,5.0,5.45,12.28,0,11.5,3.7,140.6,912,E20,U111,1,12.0,41.0,47.0,34.5
0.825778,0.980272,1.083339,5.6,5.94,10.08,0,27.2,4.5,136.7,983,E10,U111,1,19.0,18.0,63.0,41.5
0.82208,1.001083,1.128662,4.9,5.27,31.3,1,12.6,6.5,128.6,1194,E20,U111,1,13.0,29.0,57.0,69.2
1.029886,1.198515,1.266398,4.8,5.57,14.35,1,17.8,11.1,124.8,1359,E20,U111,1,7.0,45.0,48.0,140.4
0.577172,0.712049,0.851557,4.4,4.77,29.9,1,21.0,4.0,157.4,864,E20,U111,1,14.0,29.0,57.0,36.4
0.78324,0.955592,1.072966,4.0,4.63,12.33,1,16.0,4.3,127.9,998,C22,U120,2,14.0,36.0,50.0,63.1
0.814302,0.976531,1.11379,5.7,5.89,33.3,1,37.4,4.2,151.4,990,E20,U111,1,20.0,22.0,57.0,39.1
0.633596,0.774577,0.932335,5.1,5.35,45.5,1,15.8,4.0,438.7,927,E20,U111,1,19.0,19.0,61.0,35.1
0.886825,1.077031,1.181911,4.9,5.25,34.2,1,10.5,9.0,150.0,1104,C32,U120,2,10.0,29.0,61.0,128.0
0.862062,1.058555,1.171457,4.9,5.24,34.9,1,12.1,7.0,208.7,1157,C32,U120,1,9.0,34.0,56.0,95.0
0.914184,1.095722,1.174762,4.5,5.0,36.5,1,29.6,15.5,113.5,955,E20,U111,1,5.0,69.0,26.0,171.6
0.972857,1.161164,1.251667,5.2,5.5,70.2,1,19.3,15.4,203.7,840,E20,U111,1,9.0,30.0,61.0,169.0
0.892269,1.098092,1.223279,4.2,4.3,61.2,1,33.3,14.4,134.7,1232,E20,U111,1,9.0,32.0,59.0,154.3
0.774909,0.930517,1.061175,5.6,5.92,11.84,1,15.1,4.8,201.6,898,E20,U111,1,19.0,21.0,59.0,45.0
0.705904,0.825757,0.952018,4.9,5.43,7.97,1,16.2,2.5,203.7,767,C10,U120,1,18.0,42.0,40.0,26.9
0.946758,1.134646,1.237904,4.3,4.5,130.5,1,41.9,14.7,190.8,1257,C10,U120,1,8.0,42.0,51.0,199.8
0.750894,0.933542,1.090063,4.8,5.1,30.7,0,28.9,4.5,121.6,1176,E20,U111,1,19.0,22.0,59.0,42.2
0.770869,0.974778,1.140611,5.1,5.41,27.7,0,39.9,4.7,145.1,1026,E20,U111,1,19.0,25.0,56.0,47.9
0.81855,1.030623,1.166865,4.0,4.14,57.3,0,28.2,8.5,326.6,906,C10,U120,1,10.0,30.0,59.0,137.8
0.855609,1.058736,1.189683,4.6,4.79,47.8,1,26.1,10.8,122.9,1086,E20,U111,1,11.0,23.0,66.0,107.8
0.861545,1.056387,1.164514,5.0,5.33,54.6,1,23.6,11.9,265.6,1169,E20,U111,1,11.0,26.0,64.0,137.6
1.018352,1.202963,1.280399,4.2,4.39,97.5,1,31.2,15.9,254.3,1281,E20,U111,1,8.0,36.0,56.0,187.9
0.824859,1.023672,1.16605,4.7,4.89,59.2,1,25.2,9.8,190.7,1064,E20,U111,1,13.0,19.0,68.0,93.9
0.882074,1.087859,1.216773,4.3,4.42,68.7,1,24.1,13.0,246.3,1157,E20,U111,1,11.0,23.0,65.0,139.1
0.74169,0.926037,1.050071,6.0,6.38,14.28,1,12.0,4.5,151.4,1061,E20,U111,1,8.0,53.0,39.0,53.4
0.63575,0.767429,0.941701,7.1,7.35,19.79,86,21.1,4.3,235.3,603,E20,U111,2,39.0,9.0,51.0,41.6
0.527073,0.611552,0.75172,5.8,6.12,26.4,1,8.0,2.8,62.3,323,E20,U111,1,32.0,13.0,55.0,20.6
0.768801,0.926134,1.039148,5.3,5.85,11.63,1,21.5,7.6,315.6,1239,E20,U111,4,7.0,57.0,37.0,92.3
0.957365,1.127167,1.210192,4.3,4.96,16.55,1,31.1,16.2,250.4,1277,C10,U120,1,10.0,41.0,49.0,299.1
0.902882,1.10094,1.218829,5.0,5.47,12.62,1,13.5,8.3,259.3,1014,E20,U111,3,15.0,28.0,58.0,86.7
0.736031,0.904739,1.041962,4.9,5.33,12.71,1,49.2,6.2,234.8,883,E20,U111,2,10.0,42.0,49.0,62.2
0.816596,1.013206,1.149818,5.0,5.6,16.74,2,15.0,10.4,479.5,1033,E20,U111,3,14.0,19.0,66.0,102.5
0.915424,1.12834,1.24907,4.3,4.77,37.8,1,17.3,11.4,141.8,1269,C31,U120,1,9.0,33.0,57.0,165.2
0.901259,1.114224,1.234761,5.1,5.32,54.3,1,25.2,13.0,230.4,1121,E20,U111,2,12.0,19.0,68.0,136.8
0.790897,0.973511,1.100334,4.8,5.02,100.2,0,33.4,8.2,343.6,900,E20,U111,2,14.0,28.0,58.0,75.4
0.848392,1.014454,1.121774,3.8,3.87,35.7,0,41.2,5.3,111.4,1097,C33,U120,1,12.0,40.0,48.0,65.8
0.839431,1.003795,1.090543,3.7,4.0,49.9,0,61.7,9.4,233.6,1476,C22,U120,1,14.0,20.0,66.0,117.4
0.545133,0.650282,0.737734,4.1,4.63,9.72,0,17.9,2.2,65.5,454,C10,U120,1,8.0,61.0,31.0,36.6
0.969143,1.112681,1.186649,6.8,7.07,58.8,48,37.9,16.4,413.0,1283,C31,U420,2,11.0,38.0,51.0,229.7
0.730454,0.868462,1.004274,6.7,7.0,39.0,29,13.6,6.6,446.5,1209,E20,U111,1,19.0,27.0,54.0,69.1
0.371398,0.472872,0.548813,7.2,7.54,13.55,658,5.2,1.6,96.2,420,D10,U111,1,41.0,16.0,43.0,36.1
0.680787,0.801976,0.949735,6.6,6.92,24.3,4,35.5,5.0,232.8,870,C31,U120,2,21.0,23.0,56.0,55.0
0.599687,0.728276,0.873096,6.0,6.31,15.93,1,8.1,3.5,165.4,711,C10,U420,3,18.0,30.0,52.0,35.9
0.689115,0.813162,0.887626,4.6,5.08,11.84,0,41.4,5.9,139.3,1199,C10,U420,1,6.0,60.0,34.0,70.6
0.611867,0.724326,0.841835,6.5,7.04,13.34,8,17.0,4.5,194.4,1212,E20,U210,1,8.0,63.0,29.0,50.2
0.846772,0.992578,1.085024,5.4,5.64,171.6,1,54.6,11.6,436.8,1105,C10,U120,4,10.0,42.0,48.0,144.3
0.832255,0.995425,1.111635,5.6,6.09,16.35,1,22.0,5.5,241.5,730,E20,U111,1,28.0,14.0,57.0,54.3
0.875493,1.026667,1.132508,6.3,6.47,28.3,1,24.6,7.5,479.9,404,C10,U420,1,22.0,16.0,63.0,76.1
0.669943,0.823563,0.947839,4.4,4.61,57.1,1,27.5,4.1,153.2,695,E20,U111,1,10.0,47.0,43.0,42.4
0.681807,0.840133,0.967723,4.6,5.05,8.75,1,13.0,3.3,141.8,696,E10,U111,1,7.0,61.0,32.0,34.7
0.778073,0.957713,1.104416,5.6,5.89,21.2,1,8.5,4.4,88.4,967,E20,U111,1,15.0,33.0,52.0,41.2
0.893536,1.072591,1.148945,4.3,4.77,55.1,3,105.4,15.3,517.3,979,C22,U120,1,4.0,70.0,26.0,280.3
0.883022,1.057256,1.160841,3.8,4.46,10.55,1,21.0,4.7,69.4,1290,C22,U120,1,11.0,49.0,40.0,66.2
0.705528,0.858239,0.994973,4.1,4.7,14.31,1,20.7,3.6,214.7,684,C10,U120,2,14.0,43.0,43.0,49.0
0.722092,0.850248,0.957321,4.3,4.65,15.57,0,17.5,3.7,80.4,464,E10,U420,2,8.0,55.0,37.0,37.6
0.915883,1.07436,1.167536,3.4,3.88,16.19,0,33.1,5.2,86.1,1250,C21,U120,2,7.0,63.0,30.0,80.5
0.83209,0.980271,1.087242,3.7,4.13,14.98,0,16.4,5.3,53.9,1005,C31,U120,2,10.0,53.0,37.0,100.8
0.624679,0.792857,0.95111,4.4,4.82,26.1,0,48.5,4.6,208.8,1177,E20,U111,1,14.0,44.0,41.0,46.6
0.773742,0.947407,1.058378,4.2,4.5,44.0,1,38.8,4.9,179.8,738,C10,U120,3,6.0,64.0,30.0,74.3
0.66015,0.818877,0.957478,4.2,4.52,14.7,1,27.8,4.1,226.7,601,E10,U111,1,15.0,33.0,53.0,38.4
0.60407,0.758669,0.904354,3.9,4.42,14.95,0,32.2,2.9,104.4,762,C32,U120,1,11.0,51.0,38.0,34.3
0.71675,0.874805,1.015269,4.0,4.6,6.21,0,8.4,2.7,49.6,886,C10,U120,2,12.0,52.0,36.0,44.0
0.779608,0.920324,1.022489,5.3,5.69,26.8,0,23.9,3.9,133.1,877,E20,U111,1,9.0,52.0,39.0,36.3
0.904441,1.036585,1.120315,3.2,3.83,13.67,0,20.7,4.4,81.3,1198,C21,U120,1,8.0,55.0,37.0,76.3
0.821223,0.94965,1.044067,3.6,4.08,19.01,1,32.1,4.3,93.6,1089,C22,U420,1,9.0,51.0,40.0,57.0
0.679806,0.840986,0.985137,4.3,4.81,17.38,1,22.5,3.8,92.1,523,C32,U420,2,12.0,44.0,45.0,53.0
0.885484,1.074545,1.185128,4.1,4.13,14.84,0,9.3,4.3,85.1,1030,C21,U120,1,8.0,53.0,39.0,55.0
0.76871,0.924958,1.038944,6.1,6.66,41.2,21,45.6,9.1,379.9,1146,C22,U120,1,17.0,35.0,48.0,216.2
0.795636,0.824609,0.870111,7.5,8.25,12.05,282,0.0,1.0,58.4,1318,C32,U120,2,37.0,3.0,60.0,10.3
0.621384,0.715322,0.787246,7.0,7.32,36.0,457,12.2,4.0,335.3,1077,C32,U120,2,25.0,29.0,46.0,53.0
0.780707,0.816803,0.867666,7.3,7.71,30.9,162,6.9,2.1,49.7,1079,C32,U120,2,22.0,21.0,57.0,22.5
0.601667,0.683072,0.783742,7.5,8.11,12.37,347,0.0,1.7,68.6,1203,D10,U420,4,32.0,15.0,54.0,14.2
0.707281,0.829911,0.942993,7.0,7.35,41.9,106,12.8,5.9,170.6,1070,E10,U111,1,20.0,25.0,55.0,58.5
0.513296,0.653671,0.800998,7.2,7.59,18.92,529,6.5,2.1,168.4,514,C10,U120,2,26.0,19.0,54.0,17.5
0.869006,0.9969,1.092444,6.2,6.28,91.6,1,15.6,7.6,249.8,1207,C10,U420,2,24.0,27.0,49.0,88.8
0.55284,0.663385,0.758187,7.2,7.6,25.9,439,8.9,4.1,170.5,1061,C22,U420,2,26.0,28.0,46.0,52.2
0.63733,0.682318,0.763943,7.4,7.85,24.7,221,0.0,2.1,33.7,1453,C22,U420,1,34.0,8.0,58.0,16.6
0.800356,0.934915,1.035652,7.0,7.27,64.6,239,20.3,6.8,119.3,1148,E20,U111,1,21.0,18.0,61.0,60.5
0.778305,0.889344,0.996746,7.1,7.24,61.8,10,7.7,5.4,74.8,1311,E20,U111,1,19.0,26.0,55.0,46.4
0.897516,0.993867,1.066024,6.9,7.06,115.4,131,85.4,10.2,265.0,1351,C10,U111,3,18.0,22.0,60.0,100.4
0.747871,0.881467,0.986731,6.9,7.07,100.2,348,63.6,8.5,415.0,1345,C10,U420,1,16.0,37.0,47.0,83.2
0.464886,0.560757,0.677479,4.6,5.23,3.78,0,0.0,0.7,29.1,1272,C32,U120,2,6.0,76.0,18.0,14.9
0.717548,0.837392,0.934785,6.2,6.54,20.8,6,28.7,7.2,224.9,1493,C22,U120,2,21.0,46.0,33.0,142.0
0.865147,1.036377,1.147265,5.2,5.45,107.2,1,21.4,10.9,346.5,1199,C32,U120,4,19.0,32.0,50.0,136.4
0.661662,0.76352,0.862812,7.1,7.49,36.3,336,12.6,5.4,126.3,1341,C22,U120,2,18.0,24.0,58.0,64.2
1.073853,1.207835,1.25817,6.6,6.86,88.4,23,15.7,9.1,297.9,871,C32,U120,3,12.0,38.0,50.0,181.3
0.718276,0.812804,0.900002,7.1,7.49,49.6,181,8.0,4.8,105.6,1054,C32,U120,2,20.0,23.0,56.0,53.4
0.761149,0.909621,1.044279,5.3,5.74,28.4,1,11.0,4.4,239.7,1424,E20,U111,1,15.0,38.0,48.0,58.2
0.999755,1.179294,1.256027,4.1,4.25,133.4,1,21.4,12.2,480.7,1179,E20,U111,1,7.0,44.0,49.0,148.5
0.755264,0.878025,0.972734,6.2,6.47,37.0,1,15.7,5.9,265.2,1534,C32,U120,1,11.0,41.0,48.0,61.3
0.593019,0.684958,0.812995,5.2,5.62,10.3,2,16.9,2.7,78.1,1210,C23,U120,2,28.0,22.0,49.0,52.9
0.858775,1.029631,1.149974,6.7,7.04,24.1,22,9.7,5.6,302.3,989,C22,U120,4,25.0,26.0,50.0,79.3
0.714649,0.822685,0.920452,6.6,6.69,22.8,3,9.9,5.1,314.1,1052,C32,U120,2,27.0,20.0,54.0,75.8
0.674664,0.812139,0.905906,4.6,5.08,9.53,0,10.7,2.4,100.8,1386,C22,U420,3,13.0,47.0,40.0,44.4
