665,560,490,point_id,coarse,clay,sand,silt,phc,phh,ec,caco3,p,n,k,elevation,lc1,lu1,stones,lon,lat,oc
0.565023,0.693793,0.835543,40262560,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.43,10.37,0,22.7,3.7,79.2,887,E20,U111,1,32.7,6.188650434,46.084965822
0.597917,0.712159,0.861887,40362566,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.25,16.32,126,11.2,3.5,73.9,481,C10,U420,1,38.2,6.313975975,46.143469551
0.676901,0.857924,1.039811,39122658,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.61,19.77,1,59.5,3.0,301.1,383,B32,U111,2,25.8,4.631600884,46.90221279
0.680775,0.79852,0.939412,35842694,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.42,12.72,1,33.4,0.7,112.9,90,B11,U111,1,5.5,0.300268248,46.92483326
0.587856,0.709267,0.859417,39342660,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.43,14.06,11,52.4,1.7,177.3,212,B13,U111,2,19.9,4.91781628,46.934111967
0.430184,0.561239,0.720122,39302654,-9999.0,-9999.0,-9999.0,-9999.0,5.9,6.16,9.05,0,34.6,1.1,109.0,211,B32,U111,1,10.7,4.870688651,46.877761114
0.549138,0.704135,0.878808,38982634,-9999.0,-9999.0,-9999.0,-9999.0,4.9,5.35,10.23,0,24.1,2.5,84.0,316,E20,U111,2,19.9,4.471042994,46.67753615
0.527928,0.675407,0.81742,39122644,-9999.0,-9999.0,-9999.0,-9999.0,3.9,4.42,9.02,0,34.4,2.3,78.9,462,C10,U120,1,29.0,4.644386836,46.776537896
0.525974,0.666368,0.864486,39082636,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.83,11.13,0,11.8,3.9,162.2,320,E20,U111,2,38.3,4.599512118,46.702112905
0.637768,0.804562,0.957679,39062638,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.31,19.73,0,9.6,2.8,111.3,341,D20,U111,2,24.6,4.571599187,46.718754105
0.559441,0.709697,0.85552,38942636,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.04,52.5,0,40.0,3.4,188.1,338,E20,U111,2,28.0,4.417038467,46.692793733
0.531523,0.651419,0.760871,38902676,-9999.0,-9999.0,-9999.0,-9999.0,5.7,6.0,33.3,0,17.8,2.6,56.7,332,F40,U111,2,23.4,4.326358254,47.049018872
0.608917,0.741642,0.854564,38882650,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.26,31.2,0,35.2,4.7,94.5,314,E20,U111,1,43.9,4.32537424,46.814342368
0.511243,0.654764,0.813441,38902682,-9999.0,-9999.0,-9999.0,-9999.0,4.0,4.5,17.25,0,25.5,3.2,143.7,403,D20,U120,1,31.7,4.320516356,47.102852784
0.700833,0.841188,0.972803,38722676,-9999.0,-9999.0,-9999.0,-9999.0,4.6,4.94,34.3,0,13.9,4.5,64.6,576,E20,U111,2,44.3,4.090271178,47.036370647
0.727594,0.879106,1.021838,38762680,-9999.0,-9999.0,-9999.0,-9999.0,4.4,4.76,35.0,0,23.0,5.0,168.9,434,C10,U120,4,56.3,4.138708472,47.075107573
0.724877,0.868477,1.012554,39982520,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.12,61.1,0,17.0,5.6,152.7,547,C10,U120,1,63.7,5.855080646,45.711733388
0.507044,0.634235,0.829252,40042506,-9999.0,-9999.0,-9999.0,-9999.0,6.8,7.28,29.7,176,11.2,3.0,181.6,383,B13,U111,2,22.3,5.94129953,45.588785698
0.748559,0.883979,1.012073,40402524,-9999.0,-9999.0,-9999.0,-9999.0,6.7,7.0,37.7,6,8.9,4.1,98.0,523,E20,U370,1,37.4,6.390884454,45.767404232
0.637942,0.749329,0.861682,40002512,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.32,123.0,369,27.3,9.1,135.1,242,C10,U120,1,89.1,5.886121279,45.640778935
0.465263,0.598769,0.762906,35562814,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.18,68.8,2,107.0,2.0,408.7,84,B32,U111,2,14.5,-0.275611224,47.959760852
0.668348,0.790035,0.920874,35502722,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.39,40.8,110,37.0,2.1,655.8,49,E20,U111,2,14.5,-0.191099266,47.133343195
0.490781,0.598243,0.799589,40202856,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.55,19.36,183,11.3,2.5,419.2,244,A30,U210,1,21.3,5.90646779,48.742081646
0.85634,1.049909,1.260517,40242868,-9999.0,-9999.0,-9999.0,-9999.0,7.4,7.69,35.4,249,49.7,3.5,360.1,201,B31,U111,1,39.4,5.951997471,48.851822844
0.415006,0.525518,0.672873,36482776,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.91,18.27,161,15.4,1.1,234.4,124,B12,U111,3,7.1,1.008674396,47.728777438
0.512007,0.608826,0.752499,38042838,-9999.0,-9999.0,-9999.0,-9999.0,7.5,7.79,22.8,144,55.3,1.8,466.8,120,B11,U111,1,16.7,3.004054196,48.434637542
0.504449,0.66322,0.86867,39302802,-9999.0,-9999.0,-9999.0,-9999.0,7.4,7.75,18.71,62,94.7,3.5,733.0,311,F40,U111,2,30.6,4.736905399,48.206063025
0.526297,0.63111,0.741869,35962788,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.55,5.47,0,17.7,0.5,24.7,167,B16,U111,1,4.4,0.300392348,47.776760725
0.634189,0.739559,0.828176,35962774,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.47,12.0,0,22.9,2.5,36.2,64,E20,U111,1,20.9,0.32407865,47.652004432
0.541105,0.663572,0.832023,36302830,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.64,16.8,142,45.6,2.4,287.0,136,B13,U111,3,23.0,0.682275541,48.190400652
0.656039,0.773144,0.911806,36142824,-9999.0,-9999.0,-9999.0,-9999.0,6.3,6.36,16.43,1,46.8,4.9,149.6,86,E20,U111,1,45.4,0.478741244,48.118591678
0.719607,0.814194,1.019972,36062834,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.89,21.8,1,53.3,3.6,510.5,84,B16,U111,1,33.9,0.355025559,48.198378817
0.48068,0.599959,0.800179,35942848,-9999.0,-9999.0,-9999.0,-9999.0,7.4,7.78,23.5,110,15.2,2.1,321.4,124,B31,U111,4,16.7,0.170434584,48.30887478
0.553864,0.708471,0.897414,36002848,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.54,47.8,88,88.6,3.2,532.5,128,B16,U111,2,22.5,0.250717164,48.316019245
0.472802,0.597627,0.785342,36062860,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.57,75.0,0,67.6,3.3,254.0,180,E20,U111,2,25.4,0.310324131,48.430002636
0.692904,0.816204,0.924969,35882802,-9999.0,-9999.0,-9999.0,-9999.0,4.2,4.44,17.9,0,39.4,1.1,54.9,12,B16,U111,1,9.1,0.170378304,47.892000389
0.517949,0.651686,0.826137,36022838,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.82,10.0,0,56.8,1.2,103.7,69,B16,U111,1,9.1,0.294736759,48.229308381
0.586069,0.723381,0.901887,35942836,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.52,7.86,0,22.5,1.9,81.7,75,B11,U111,1,15.3,0.191351292,48.202001789
0.715479,0.859025,0.994059,36002830,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.38,50.6,0,48.6,3.8,178.6,99,E20,U111,1,31.7,0.281801944,48.155679632
0.589361,0.742969,0.892723,35762854,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.14,11.96,0,28.5,4.1,98.8,149,E20,U111,1,38.7,-0.0810376809999,48.340498074
0.801543,0.918038,1.036891,35762800,-9999.0,-9999.0,-9999.0,-9999.0,5.7,6.19,29.2,0,56.5,4.9,612.3,43,E20,U111,1,46.8,0.0146797200001,47.859745949
0.552128,0.692639,0.869972,35482790,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.1,15.43,0,21.6,2.0,101.6,42,B11,U111,1,16.0,-0.338243351,47.736175748
0.691776,0.810252,0.959083,35522802,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.19,9.4,0,58.4,1.5,109.9,45,B53,U111,1,13.2,-0.306982066,47.847974815
0.567436,0.715427,0.88226,35602810,-9999.0,-9999.0,-9999.0,-9999.0,4.2,4.52,16.3,0,32.9,1.3,119.6,66,B16,U111,1,10.9,-0.215303281,47.929141326
0.64289,0.773078,0.940272,35822836,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.1,66.3,6,28.0,5.2,166.1,112,E20,U111,1,42.1,0.0311794400001,48.187573507
0.580574,0.7072,0.89189,40102752,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.13,23.6,0,42.4,2.7,206.1,260,B18,U111,1,23.3,5.848250317,47.803012937
0.574507,0.753777,0.970415,39842734,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.37,13.46,0,25.5,1.9,174.8,256,B13,U111,1,15.2,5.516022049,47.627684433
0.616353,0.767524,0.987131,39942730,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.34,19.26,7,81.1,2.5,344.3,275,B11,U111,1,19.6,5.651836363,47.597125961
0.588629,0.750242,0.979335,40062742,-9999.0,-9999.0,-9999.0,-9999.0,4.9,5.21,67.0,0,16.0,3.2,160.2,256,B16,U111,1,23.5,5.802309939,47.711152119
0.54822,0.734952,0.948476,40322728,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.3,7.94,0,6.0,2.9,182.4,350,C10,U120,1,32.3,6.15761208,47.598075129
0.43491,0.556532,0.730289,40422750,-9999.0,-9999.0,-9999.0,-9999.0,4.3,5.12,6.74,0,5.3,2.0,70.0,246,C10,U120,1,18.9,6.276070211,47.800371799
0.447259,0.565902,0.747914,40442740,-9999.0,-9999.0,-9999.0,-9999.0,5.6,6.0,31.5,0,8.4,3.5,92.9,309,C10,U120,1,31.6,6.309194773,47.711408973
0.566522,0.726439,0.871655,40662730,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.51,24.5,0,16.5,3.0,68.0,348,E20,U111,1,24.7,6.607878421,47.631003228
0.533559,0.705951,0.928471,39802718,-9999.0,-9999.0,-9999.0,-9999.0,5.8,6.2,12.28,0,29.5,1.7,183.6,229,B32,U111,1,13.8,5.475533203,47.481795226
0.667958,0.825788,1.019893,39922702,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.51,30.0,48,22.1,3.7,471.8,225,B13,U111,3,29.5,5.646510232,47.344547889
0.430509,0.561562,0.755148,40162748,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.75,24.3,1,31.0,2.9,260.3,4,B32,U111,4,24.8,5.931057571,47.770079187
0.609748,0.756574,0.912226,40282720,-9999.0,-9999.0,-9999.0,-9999.0,3.5,4.1,16.63,0,52.2,4.3,120.5,355,C10,U120,3,52.8,6.109937899,47.524305622
0.487603,0.646732,0.862067,40262704,-9999.0,-9999.0,-9999.0,-9999.0,4.5,4.95,18.06,0,27.2,1.5,135.7,246,B16,U111,1,11.2,6.094286641,47.379574615
0.540861,0.686701,0.88745,40182704,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.44,15.54,0,47.8,2.1,90.3,233,B11,U111,1,16.3,5.988549123,47.375727293
0.569644,0.72243,0.902196,40162700,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.16,17.07,0,88.0,3.3,100.6,201,B16,U111,1,27.5,5.964910581,47.33880585
0.536185,0.66701,0.870389,40062702,-9999.0,-9999.0,-9999.0,-9999.0,6.7,6.91,24.0,0,31.6,1.7,167.3,280,B16,U111,1,14.5,5.8314129,47.35179415
0.419456,0.561587,0.756701,39982712,-9999.0,-9999.0,-9999.0,-9999.0,5.2,5.76,8.01,0,29.3,2.6,105.1,223,B55,U111,1,21.4,5.718338999,47.437530272
0.395173,0.505669,0.702096,40042710,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.76,17.04,7,48.3,1.7,218.4,224,B12,U111,1,13.1,5.799179653,47.422654229
0.402357,0.525603,0.707944,40062714,-9999.0,-9999.0,-9999.0,-9999.0,4.1,4.67,7.87,0,0.0,1.3,39.0,262,C10,U120,1,14.5,5.822736246,47.459609483
0.576978,0.711147,0.892662,39922720,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.79,17.03,218,12.4,2.1,181.3,226,B13,U111,3,20.3,5.632903211,47.506242187
0.633732,0.776673,0.954937,40002704,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.54,19.11,6,47.1,2.8,222.5,265,B13,U111,2,26.2,5.750692989,47.366695544
0.602558,0.744214,0.880684,40542764,-9999.0,-9999.0,-9999.0,-9999.0,4.6,5.16,39.4,0,29.0,4.7,149.6,516,E20,U111,1,40.6,6.427236007,47.931508072
0.539918,0.681347,0.831511,40522754,-9999.0,-9999.0,-9999.0,-9999.0,4.0,4.42,26.6,0,9.6,2.4,128.2,349,C10,U120,1,27.3,6.406834004,47.840768617
0.755191,0.901669,1.009605,40602750,-9999.0,-9999.0,-9999.0,-9999.0,3.7,4.31,16.01,0,20.3,3.2,101.3,431,C10,U120,4,56.7,6.515998202,47.808263264
0.557593,0.699745,0.878697,40162726,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.85,9.66,0,11.0,3.3,75.4,274,E20,U111,1,31.4,5.946663272,47.572425551
0.558887,0.68821,0.850975,40042728,-9999.0,-9999.0,-9999.0,-9999.0,5.9,6.18,15.06,0,41.7,1.3,99.8,201,B32,U111,1,10.7,5.786018537,47.584364138
0.556579,0.70885,0.844926,40382762,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.5,18.22,0,26.5,4.8,137.7,233,E20,U111,1,39.0,6.214792798,47.906373116
0.633473,0.764426,0.892031,38942522,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.81,41.6,0,44.6,7.1,162.4,746,E20,U111,1,67.4,4.522343535,45.669226211
0.560962,0.702343,0.866746,38982516,-9999.0,-9999.0,-9999.0,-9999.0,6.1,6.37,24.0,0,40.8,2.3,122.1,816,B12,U111,2,17.5,4.578849428,45.617964793
0.476014,0.599364,0.787768,39222514,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.56,11.19,0,38.8,1.2,166.0,212,B12,U111,3,8.6,4.887253209,45.615270466
0.476098,0.619436,0.776569,39022590,-9999.0,-9999.0,-9999.0,-9999.0,4.2,4.64,17.54,0,56.3,1.6,259.8,419,B16,U111,4,12.5,4.563621186,46.285184429
0.563816,0.703883,0.852163,38942568,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.15,46.9,0,45.7,3.5,199.2,471,E20,U111,4,35.1,4.480474568,46.082339087
0.495302,0.621655,0.790833,39162544,-9999.0,-9999.0,-9999.0,-9999.0,4.4,4.75,27.8,0,45.3,0.8,151.4,202,F40,U111,1,5.4,4.784845279,45.88106813
0.581846,0.723676,0.871163,38962578,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.13,66.7,0,108.0,4.2,293.7,627,E20,U111,1,36.3,4.497075835,46.173464181
0.601019,0.740272,0.876966,38902586,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.38,47.6,0,40.4,3.8,306.3,480,D20,U120,3,43.9,4.412172459,46.241263633
0.483564,0.60693,0.764587,39122568,-9999.0,-9999.0,-9999.0,-9999.0,6.5,6.75,30.2,0,66.2,3.2,764.3,196,E20,U111,1,29.7,4.712452212,46.094107874
0.515534,0.6663,0.852443,39082546,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.34,13.26,0,72.3,1.9,463.4,318,B82,U111,2,20.7,4.680369231,45.893938059
0.524022,0.655715,0.822108,39082556,-9999.0,-9999.0,-9999.0,-9999.0,5.7,6.11,13.48,0,14.4,2.8,265.3,232,E10,U111,2,29.9,4.671539598,45.983759013
0.627657,0.741063,0.895449,39082502,-9999.0,-9999.0,-9999.0,-9999.0,5.1,5.46,31.4,0,29.9,2.3,297.3,462,B16,U111,3,22.9,4.718773052,45.498652711
0.575377,0.749672,0.89454,38782566,-9999.0,-9999.0,-9999.0,-9999.0,5.5,5.96,77.7,0,76.3,4.9,334.9,521,E20,U111,1,36.9,4.276256008,46.053500163
0.614087,0.720422,0.861311,41382762,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.56,17.27,87,23.2,1.6,149.4,202,B16,U111,2,14.7,7.551217669,47.944308326
0.540254,0.647604,0.805388,41342740,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.68,20.1,54,40.4,1.9,189.8,213,B16,U111,1,12.6,7.507377326,47.745253574
0.539646,0.668722,0.835766,41122710,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.03,68.6,0,22.1,4.2,308.4,576,E20,U111,1,42.2,7.228891363,47.468406413
0.496893,0.627401,0.779667,38382614,-9999.0,-9999.0,-9999.0,-9999.0,4.4,4.73,35.4,0,10.4,2.0,60.1,289,E20,U111,1,15.9,3.711157816,46.455131458
0.641309,0.76491,0.913271,41022762,-9999.0,-9999.0,-9999.0,-9999.0,4.1,4.57,19.76,0,18.1,4.9,66.6,655,C33,U120,2,67.9,7.069900673,47.932524294
0.465557,0.58719,0.750464,41202762,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.81,10.16,0,33.9,1.4,112.8,211,B13,U111,1,11.4,7.310533887,47.9386798
0.657596,0.777813,0.925138,41362774,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.46,18.34,7,88.1,2.3,371.9,199,B16,U111,1,16.4,7.519225839,48.051620134
0.534434,0.657939,0.829361,41822870,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.74,26.4,114,16.8,1.6,93.0,144,B16,U111,1,8.8,8.103457523,48.927124588
0.693695,0.810609,0.919138,41102780,-9999.0,-9999.0,-9999.0,-9999.0,4.1,4.83,5.66,0,23.8,2.2,75.5,748,C33,U120,2,30.2,7.167857278,48.097158958
0.577754,0.706298,0.844965,41062870,-9999.0,-9999.0,-9999.0,-9999.0,5.7,5.93,32.8,0,56.7,5.6,123.2,221,E20,U111,1,51.8,7.067307164,48.904721783
0.534457,0.680051,0.808921,41062772,-9999.0,-9999.0,-9999.0,-9999.0,6.3,6.5,6.32,3,33.1,0.9,195.4,577,B74,U111,2,9.8,7.118293321,48.023844194
0.466562,0.588018,0.758514,41222728,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.66,22.5,27,66.7,2.1,181.8,313,B16,U111,1,15.9,7.35309808,47.633581228
0.536623,0.657831,0.801034,41242726,-9999.0,-9999.0,-9999.0,-9999.0,7.4,7.59,42.8,98,12.2,3.5,92.8,378,C10,U120,1,32.0,7.38059446,47.616234666
0.435065,0.552549,0.750888,41162718,-9999.0,-9999.0,-9999.0,-9999.0,5.1,6.05,12.88,0,40.4,1.2,78.1,437,B32,U111,1,7.6,7.278101993,47.541689223
0.638745,0.749226,0.8989,41342746,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.43,19.2,9,47.3,1.9,188.7,212,B31,U111,2,16.0,7.504755177,47.799214495
0.509038,0.632433,0.790689,41302764,-9999.0,-9999.0,-9999.0,-9999.0,7.4,7.87,20.8,60,44.4,2.0,446.9,203,B16,U111,1,18.1,7.443340415,47.959856676
0.681875,0.785859,0.903921,41442800,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.02,76.3,10,84.0,3.2,535.8,152,B16,U111,4,24.4,7.61546432,48.287785078
0.589712,0.700299,0.816939,41422802,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.58,40.8,54,33.3,2.2,263.7,170,B16,U111,1,16.7,7.587678512,48.305184087
0.701192,0.852512,0.972235,38342584,-9999.0,-9999.0,-9999.0,-9999.0,4.6,4.72,21.5,0,14.1,1.8,157.7,398,D10,U120,1,18.6,3.6911108,46.182999589
0.641075,0.753987,0.880539,41422816,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.55,32.0,17,36.6,2.6,166.5,154,B16,U111,1,19.4,7.581644667,48.431063433
0.576823,0.728793,0.887663,41342812,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.31,12.89,1,33.5,2.2,264.8,193,B82,U111,1,20.3,7.475440295,48.39268971
0.565148,0.698992,0.887779,41402854,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.6,24.5,81,29.1,2.3,310.7,216,B11,U111,1,16.9,7.537884453,48.772102284
0.581361,0.726433,0.87137,41302854,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.6,7.75,0,15.5,2.4,69.4,186,E10,U111,1,23.4,7.401954121,48.769015076
0.634327,0.773772,0.895087,41262848,-9999.0,-9999.0,-9999.0,-9999.0,5.2,5.44,12.94,0,42.7,3.2,74.1,219,E20,U111,1,28.9,7.350457091,48.713800806
0.550991,0.693388,0.882433,41402848,-9999.0,-9999.0,-9999.0,-9999.0,7.4,7.79,16.52,75,30.5,1.5,219.1,217,E20,U111,1,11.1,7.540549622,48.718163869
0.504985,0.62932,0.775755,41722878,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.31,13.71,1,59.5,1.0,204.1,171,B16,U111,1,8.6,7.964118108,48.996652227
0.52694,0.645734,0.79958,41382834,-9999.0,-9999.0,-9999.0,-9999.0,7.4,7.91,15.5,246,42.6,1.3,287.3,207,B16,U111,1,12.9,7.519650364,48.59170093
0.713322,0.832944,0.917369,41242856,-9999.0,-9999.0,-9999.0,-9999.0,3.8,4.31,6.91,0,37.1,2.2,53.7,279,C10,U120,1,30.4,7.319435,48.785060278
0.637164,0.749382,0.854917,41542842,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.23,15.71,0,73.9,1.2,173.4,137,B13,U111,1,7.8,7.733124172,48.668257642
0.550056,0.691432,0.851619,41582848,-9999.0,-9999.0,-9999.0,-9999.0,6.2,6.38,14.69,0,65.4,1.4,247.4,144,B11,U111,1,11.0,7.784996972,48.723296584
0.948292,1.090825,1.17898,41602856,-9999.0,-9999.0,-9999.0,-9999.0,5.7,5.98,18.29,0,47.2,3.0,58.7,138,E20,U111,1,29.7,7.808997373,48.795760811
0.537555,0.683956,0.841187,41562852,-9999.0,-9999.0,-9999.0,-9999.0,7.0,7.3,19.22,4,62.0,1.0,109.0,186,B11,U111,1,7.3,7.756214589,48.758715686
0.717787,0.864637,0.969679,41242820,-9999.0,-9999.0,-9999.0,-9999.0,3.9,4.32,13.01,0,28.4,2.5,99.6,799,C31,U120,1,33.0,7.336732897,48.461450398
0.668349,0.79376,0.893947,41342836,-9999.0,-9999.0,-9999.0,-9999.0,7.3,7.83,15.44,88,17.6,1.2,427.9,222,E20,U111,1,12.1,7.464561685,48.608457621
0.758508,0.89166,1.018711,39722556,-9999.0,-9999.0,-9999.0,-9999.0,7.1,7.34,84.3,31,26.1,5.8,228.9,772,E20,U111,1,50.9,5.495346792,46.021827111
1.019821,1.159576,1.21949,41542878,-9999.0,-9999.0,-9999.0,-9999.0,3.2,4.32,32.9,0,73.0,6.0,137.5,312,C31,U120,1,123.4,7.718306149,48.991907319
0.792832,0.926726,1.032033,41522818,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.53,28.7,4,33.2,5.4,117.7,176,E20,U111,1,48.8,7.715852291,48.451912377
0.734141,0.867239,1.013353,39962570,-9999.0,-9999.0,-9999.0,-9999.0,6.9,7.02,137.1,28,49.5,8.4,776.4,629,E20,U111,1,73.0,5.794731377,46.16033562
0.686719,0.870054,1.018874,41062784,-9999.0,-9999.0,-9999.0,-9999.0,4.3,4.7,15.17,0,29.7,4.1,105.6,855,E20,U111,1,43.8,7.112170959,48.131726628
0.704156,0.824486,0.960349,41382784,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.59,19.43,81,52.3,1.4,344.2,181,B31,U111,1,11.7,7.541680754,48.14214382
0.707284,0.840907,0.991915,37062214,-9999.0,-9999.0,-9999.0,-9999.0,5.9,6.16,18.11,1,17.3,3.4,360.1,363,C10,U420,2,55.6,2.496431677,42.756129295
0.581879,0.698246,0.824941,37142208,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.35,8.38,0,14.1,2.0,138.6,308,C10,U120,1,28.0,2.600223861,42.709394471
0.683534,0.801672,0.934299,37022196,-9999.0,-9999.0,-9999.0,-9999.0,5.6,5.92,12.59,0,24.0,5.3,173.4,677,C10,U420,2,78.2,2.468384427,42.590900471
0.506416,0.651509,0.843153,37362192,-9999.0,-9999.0,-9999.0,-9999.0,6.4,6.67,14.58,0,34.0,0.7,140.6,82,B82,U111,1,4.7,2.884248235,42.584796242
0.670258,0.831994,0.991995,37362216,-9999.0,-9999.0,-9999.0,-9999.0,7.2,7.45,17.84,172,14.4,4.0,398.1,65,D20,U420,1,49.7,2.858415365,42.8004178
0.487818,0.605325,0.813209,35462290,-9999.0,-9999.0,-9999.0,-9999.0,6.0,6.16,37.2,0,55.9,2.0,188.1,289,B16,U111,1,13.0,0.449968905,43.273709751
0.480754,0.602387,0.794075,35422288,-9999.0,-9999.0,-9999.0,-9999.0,4.9,5.11,40.2,0,23.2,1.9,49.4,328,B16,U111,2,12.6,0.40407125,43.251232585
0.662366,0.824351,1.007541,35242270,-9999.0,-9999.0,-9999.0,-9999.0,4.0,4.72,10.35,0,7.2,5.4,80.0,710,E30,U111,1,63.2,0.211405735,43.069373446
0.477088,0.593332,0.797191,35282296,-9999.0,-9999.0,-9999.0,-9999.0,5.4,5.74,20.8,0,26.5,1.6,144.5,212,B16,U111,1,11.0,0.221241697,43.306492319
0.544129,0.62322,0.779777,35182296,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.27,20.2,0,25.2,1.8,168.2,269,B11,U111,1,16.3,0.0991210070001,43.294692227
0.550287,0.614132,0.750901,35202306,-9999.0,-9999.0,-9999.0,-9999.0,5.6,5.93,19.29,0,48.0,1.2,132.0,229,B16,U111,1,9.5,0.108351907,43.386428451
0.501449,0.623646,0.766139,35082294,-9999.0,-9999.0,-9999.0,-9999.0,4.0,4.49,7.34,0,8.8,2.1,39.5,357,C32,U120,1,25.3,-0.019881499,43.264877534
0.536064,0.679446,0.86205,35102290,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.29,11.37,0,37.1,2.3,265.7,327,B18,U111,1,18.6,0.0106492370001,43.231536453
0.575029,0.725001,0.930063,35142278,-9999.0,-9999.0,-9999.0,-9999.0,5.3,5.64,36.3,0,25.2,4.3,127.5,504,E20,U111,1,38.6,0.0776669690001,43.129072653
0.734885,0.860236,0.993961,35542260,-9999.0,-9999.0,-9999.0,-9999.0,6.8,6.95,54.9,61,20.6,6.4,106.0,477,C10,U420,1,70.1,0.590918754,43.014445971
0.549518,0.69738,0.895718,35082276,-9999.0,-9999.0,-9999.0,-9999.0,4.7,4.93,32.5,0,11.7,3.6,95.5,508,B16,U111,1,28.5,0.00767338400004,43.104037891
0.557776,0.710428,0.905145,35122286,-9999.0,-9999.0,-9999.0,-9999.0,4.5,4.68,58.4,0,36.8,2.0,238.2,344,B16,U111,1,13.1,0.0411428360001,43.198184559
0.543901,0.622941,0.757923,35202310,-9999.0,-9999.0,-9999.0,-9999.0,4.8,5.04,32.3,0,38.7,1.2,154.2,202,B16,U111,2,8.6,0.102258681,43.422171485
0.603467,0.741404,0.919548,35322282,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.3,33.3,0,31.3,3.9,107.8,506,E20,U111,1,36.0,0.290959575,43.186009564
0.466017,0.593522,0.804312,35382288,-9999.0,-9999.0,-9999.0,-9999.0,4.7,5.36,6.55,0,8.2,2.2,97.9,366,C10,U120,1,19.7,0.355251694,43.246618136
0.420648,0.529062,0.725784,35522294,-9999.0,-9999.0,-9999.0,-9999.0,5.0,5.36,4.71,0,19.9,1.4,50.9,279,B12,U111,1,9.6,0.517422179,43.316330919
